StudentID,Q1_Favorite_Subjects,Q2_Enjoyed_Activities,Q3_Strongest_Skills,Q4_Work_Style,Q5_Workplace_Preference,Q6_Exam_Readiness,Q7_Location_Preference,Q8_Career_Values,Q9_LongTerm_Goal,Q10_Academic_Background,Recommended_Course,Recommended_Career,Recommended_College_Type,Recommendation_Score
S00139,"Biology, Computer Science","Helping Others, Solving Puzzles","Programming, Research",Theoretical,Outdoors,Yes,Abroad,Job Security,Civil Servant,Commerce-90%,BDS,Dentist,Tier-1,0.89
S00140,"Maths, Chemistry","Designing, Organizing Events","Programming, Problem Solving",Both,Government Office,Yes,Abroad,Balanced,Engineer,Science-58%,Polytechnic - Electrical,Technician - Electrical,Tier-2,0.73
S00141,"Maths, Biology","Experiments, Research","Programming, Writing",Theoretical,Creative Studio,Maybe,Flexible,Balanced,Doctor,Science-73%,B.Tech CSE,Software Engineer,Tier-2,0.86
S00142,"Physics, Biology","Organizing Events, Solving Puzzles","Teamwork, Financial Analysis",Both,Creative Studio,Maybe,India,Balanced,Teacher,Science-64%,B.Tech ECE,Embedded Systems Engineer,Tier-2,0.83
S00143,"Biology, Maths","Solving Puzzles, Research","Programming, Research",Both,Outdoors,Yes,Flexible,Balanced,Engineer,Commerce-78%,B.Tech CSE,Software Engineer,Tier-2,0.89
S00144,"Computer Science, Physics","Drawing, Solving Puzzles","Programming, Analysis",Practical,Research Lab,Yes,Abroad,Balanced,Civil Servant,Science-63%,B.Tech CSE,Software Engineer,Tier-2,0.8
S00145,"Computer Science, Biology","Drawing, Experiments","Communication, Programming",Theoretical,NGO,Maybe,India,Balanced,Civil Servant,Commerce-64%,B.Tech CSE,Software Engineer,Tier-2,0.81
S00146,"Physics, Chemistry","Solving Puzzles, Coding","Teamwork, Analysis",Both,Startup,Maybe,India,Job Security,Civil Servant,Science-76%,B.Tech ECE,Embedded Systems Engineer,Tier-2,0.88
S00147,"Design, Fine Arts","Reading, Reading","Research, Teamwork",Theoretical,Startup,Maybe,Flexible,Balanced,Entrepreneur,Commerce-67%,BA Economics,Economist/Analyst,Tier-2,0.77
S00148,"Computer Science, Business Studies","Experiments, Coding","Programming, Problem Solving",Theoretical,NGO,Maybe,Flexible,Balanced,Scientist,Commerce-59%,BBA,Business Analyst,Tier-2,0.75
S00149,"Chemistry, Physics","Drawing, Coding","Financial Analysis, Teamwork",Both,Corporate Office,Yes,India,Job Security,Engineer,Commerce-73%,B.Tech IT,IT Engineer,Tier-2,0.86
S00150,"Political Science, History","Reading, Experiments","Leadership, Programming",Practical,Corporate Office,Yes,Flexible,Creativity & Freedom,Artist,Arts-86%,BA Psychology,Counselor/HR,Tier-2,0.9
S00151,"Accountancy, Business Studies","Helping Others, Solving Puzzles","Financial Analysis, Programming",Practical,Classroom,No,Abroad,Job Security,Designer,Arts-87%,BBA,Business Analyst,Tier-1,0.93
S00152,"Biology, Physics","Research, Sports","Financial Analysis, Teamwork",Both,Government Office,Maybe,Abroad,Creativity & Freedom,Entrepreneur,Science-61%,B.Tech IT,IT Engineer,Tier-2,0.76
S00153,"Fine Arts, Political Science","Drawing, Experiments","Problem Solving, Programming",Theoretical,Classroom,Maybe,Flexible,Job Security,Scientist,Science-63%,BA Political Science,Public Policy Analyst,Tier-2,0.79
S00154,"Fine Arts, History","Public Speaking, Research","Creativity, Leadership",Practical,Creative Studio,No,Flexible,Balanced,Data Scientist,Science-54%,BA History,Researcher/Archivist,Tier-2,0.75
S00155,"Computer Science, Business Studies","Research, Reading","Problem Solving, Analysis",Theoretical,Corporate Office,Yes,India,Balanced,Engineer,Commerce-93%,B.Tech CSE,Software Engineer,Tier-1,0.96
S00156,"Computer Science, Chemistry","Coding, Experiments","Leadership, Programming",Theoretical,Creative Studio,No,Abroad,Balanced,Manager,Science-66%,B.Tech CSE,Software Engineer,Tier-2,0.78
S00157,"Design, History","Drawing, Research","Research, Design Thinking",Theoretical,Outdoors,No,Abroad,Creativity & Freedom,Doctor,Commerce-59%,BA History,Researcher/Archivist,Tier-2,0.71
S00158,"Computer Science, Maths","Organizing Events, Solving Puzzles","Leadership, Analysis",Practical,Classroom,Maybe,India,Creativity & Freedom,Designer,Commerce-88%,B.Tech Mechanical,Mechanical Engineer,Tier-2,0.9
S00159,"Design, Psychology","Solving Puzzles, Research","Design Thinking, Analysis",Practical,Research Lab,Maybe,Flexible,Creativity & Freedom,Entrepreneur,Arts-74%,BA Economics,Economist/Analyst,Tier-2,0.85
S00160,"History, Psychology","Drawing, Coding","Teamwork, Communication",Both,Outdoors,Yes,Flexible,Job Security,Doctor,Science-79%,BA Political Science,Public Policy Analyst,Tier-2,0.83
S00161,"Computer Science, Maths","Research, Coding","Problem Solving, Programming",Both,Classroom,Yes,India,Balanced,Teacher,Commerce-63%,B.Tech CSE,Software Engineer,Tier-2,0.73
S00162,"Design, Political Science","Drawing, Reading","Programming, Communication",Practical,Outdoors,Maybe,Flexible,Creativity & Freedom,Lawyer,Science-75%,BA Economics,Economist/Analyst,Tier-2,0.84
S00163,"Computer Science, Chemistry","Experiments, Helping Others","Financial Analysis, Problem Solving",Practical,Corporate Office,Yes,Abroad,Creativity & Freedom,Scientist,Commerce-48%,Diploma in IT,IT Support/Technician,Tier-2,0.71
S00164,"Biology, Maths","Debating, Experiments","Programming, Problem Solving",Practical,Outdoors,Maybe,Flexible,Creativity & Freedom,Teacher,Science-54%,Polytechnic - Mechanical,Technician - Mechanical,Tier-2,0.76
S00165,"Economics, Business Studies","Reading, Public Speaking","Analysis, Problem Solving",Practical,Research Lab,Maybe,Abroad,Job Security,Teacher,Science-65%,BBA (Finance),Investment Analyst,Tier-2,0.81
S00166,"Maths, Business Studies","Solving Puzzles, Organizing Events","Presentation, Analysis",Practical,Startup,No,India,Job Security,Lawyer,Commerce-84%,B.Tech IT,IT Engineer,Tier-2,0.89
S00167,"History, Fine Arts","Drawing, Experiments","Research, Leadership",Theoretical,Classroom,No,India,Balanced,Data Scientist,Commerce-50%,BA Psychology,Counselor/HR,Tier-2,0.68
S00168,"Physics, Computer Science","Public Speaking, Solving Puzzles","Teamwork, Presentation",Both,Research Lab,Maybe,Abroad,Creativity & Freedom,Lawyer,Science-50%,Polytechnic - Mechanical,Technician - Mechanical,Tier-2,0.69
S00169,"History, Political Science","Drawing, Solving Puzzles","Teamwork, Research",Both,Classroom,Yes,India,Job Security,Lawyer,Commerce-83%,BA Psychology,Counselor/HR,Tier-2,0.93
S00170,"History, Fine Arts","Reading, Reading","Design Thinking, Creativity",Both,Outdoors,Maybe,Flexible,Job Security,Manager,Science-58%,BA Political Science,Public Policy Analyst,Tier-2,0.73
S00171,"Physics, Chemistry","Solving Puzzles, Helping Others","Teamwork, Writing",Theoretical,Startup,No,Abroad,Job Security,Manager,Science-89%,B.Tech ECE,Embedded Systems Engineer,Tier-2,0.93
S00172,"Physics, Biology","Sports, Solving Puzzles","Design Thinking, Teamwork",Theoretical,NGO,No,Abroad,Balanced,Data Scientist,Science-70%,B.Tech IT,IT Engineer,Tier-2,0.86
S00173,"Maths, Chemistry","Coding, Designing","Design Thinking, Design Thinking",Both,Outdoors,No,Abroad,Creativity & Freedom,Scientist,Science-86%,B.Tech ECE,Embedded Systems Engineer,Tier-2,0.92
S00174,"Computer Science, Economics","Experiments, Reading","Research, Programming",Theoretical,Startup,No,Flexible,Creativity & Freedom,Entrepreneur,Commerce-60%,B.Tech CSE,Software Engineer,Tier-2,0.73
S00175,"Biology, Physics","Experiments, Organizing Events","Research, Design Thinking",Theoretical,Classroom,Maybe,India,Creativity & Freedom,Designer,Commerce-50%,Diploma in IT,IT Support/Technician,Tier-2,0.73
S00176,"Accountancy, Business Studies","Sports, Organizing Events","Problem Solving, Design Thinking",Both,Classroom,No,Abroad,Job Security,Doctor,Science-64%,BBA,Business Analyst,Tier-2,0.78
S00177,"Computer Science, Chemistry","Research, Coding","Research, Creativity",Theoretical,Classroom,Yes,India,Balanced,Entrepreneur,Science-71%,B.Tech Civil,Civil Engineer,Tier-2,0.85
S00178,"Accountancy, Maths","Debating, Experiments","Presentation, Analysis",Theoretical,Government Office,Yes,Abroad,Job Security,Engineer,Science-71%,B.Tech CSE,Software Engineer,Tier-2,0.84
S00179,"Chemistry, Computer Science","Designing, Research","Problem Solving, Analysis",Practical,Classroom,Maybe,India,Job Security,Manager,Commerce-70%,B.Tech CSE,Software Engineer,Tier-2,0.77
S00180,"Business Studies, Maths","Reading, Solving Puzzles","Teamwork, Problem Solving",Both,Outdoors,Yes,Abroad,Balanced,Engineer,Commerce-79%,B.Tech CSE,Software Engineer,Tier-2,0.84
S00181,"Biology, Physics","Public Speaking, Sports","Research, Programming",Both,Government Office,Maybe,Abroad,Balanced,Scientist,Commerce-67%,B.Tech CSE,Software Engineer,Tier-2,0.79
S00182,"Chemistry, Maths","Solving Puzzles, Sports","Communication, Analysis",Practical,Outdoors,No,India,Job Security,Lawyer,Commerce-77%,B.Tech Civil,Civil Engineer,Tier-2,0.85
S00183,"Biology, Computer Science","Designing, Experiments","Analysis, Creativity",Theoretical,Creative Studio,Yes,India,Creativity & Freedom,Civil Servant,Commerce-67%,B.Tech CSE,Software Engineer,Tier-2,0.77
S00184,"Computer Science, Biology","Solving Puzzles, Sports","Research, Teamwork",Both,NGO,No,India,Job Security,Data Scientist,Science-98%,B.Tech ECE,Embedded Systems Engineer,Tier-2,0.97
S00185,"Computer Science, Maths","Designing, Coding","Analysis, Design Thinking",Both,Startup,Maybe,India,Creativity & Freedom,Designer,Arts-63%,B.Tech IT,IT Engineer,Tier-2,0.81
S00186,"Biology, Chemistry","Reading, Drawing","Presentation, Financial Analysis",Practical,Creative Studio,Yes,Abroad,Creativity & Freedom,Lawyer,Arts-45%,Polytechnic - Electrical,Technician - Electrical,Tier-2,0.71
S00187,"Chemistry, Computer Science","Research, Solving Puzzles","Presentation, Design Thinking",Both,Classroom,Yes,Flexible,Job Security,Artist,Arts-91%,B.Tech CSE,Software Engineer,Tier-1,0.95
S00188,"Computer Science, Business Studies","Sports, Organizing Events","Writing, Design Thinking",Theoretical,Startup,Yes,Abroad,Job Security,Teacher,Arts-48%,BBA,Business Analyst,Tier-2,0.66
S00189,"Business Studies, Maths","Research, Helping Others","Design Thinking, Financial Analysis",Theoretical,Classroom,No,Abroad,Job Security,Manager,Arts-89%,B.Tech CSE,Software Engineer,Tier-2,0.92
S00190,"Accountancy, Maths","Research, Sports","Design Thinking, Problem Solving",Both,Startup,Maybe,Abroad,Balanced,Manager,Commerce-49%,BBA (Finance),Investment Analyst,Tier-2,0.67
S00191,"Chemistry, Biology","Helping Others, Designing","Creativity, Writing",Theoretical,Research Lab,Maybe,Abroad,Creativity & Freedom,Manager,Arts-42%,Diploma in IT,IT Support/Technician,Tier-2,0.66
S00192,"History, Psychology","Reading, Designing","Communication, Research",Theoretical,Corporate Office,No,India,Balanced,Entrepreneur,Arts-59%,BA History,Researcher/Archivist,Tier-2,0.79
S00193,"History, Fine Arts","Helping Others, Drawing","Analysis, Financial Analysis",Both,Research Lab,Yes,Abroad,Balanced,Teacher,Commerce-93%,BA History,Researcher/Archivist,Tier-2,0.95
S00194,"Physics, Computer Science","Reading, Experiments","Creativity, Communication",Both,Outdoors,Maybe,Flexible,Creativity & Freedom,Doctor,Science-71%,B.Tech CSE,Software Engineer,Tier-2,0.82
S00195,"Physics, Chemistry","Coding, Drawing","Presentation, Programming",Practical,Startup,No,Abroad,Creativity & Freedom,Entrepreneur,Science-98%,B.Tech CSE,Software Engineer,Tier-2,0.99
S00196,"Economics, Computer Science","Designing, Experiments","Presentation, Teamwork",Both,Research Lab,No,Flexible,Balanced,Civil Servant,Arts-45%,B.Com,Accountant,Tier-2,0.63
S00197,"Biology, Maths","Solving Puzzles, Designing","Writing, Research",Theoretical,Startup,Yes,Flexible,Balanced,Data Scientist,Commerce-63%,B.Tech CSE,Software Engineer,Tier-2,0.81
S00198,"Accountancy, Business Studies","Public Speaking, Organizing Events","Programming, Leadership",Both,Classroom,No,Flexible,Job Security,Artist,Science-57%,BBA,Business Analyst,Tier-2,0.74
S00199,"Computer Science, Economics","Research, Sports","Communication, Teamwork",Both,Classroom,No,Flexible,Balanced,Entrepreneur,Arts-89%,B.Tech CSE,Software Engineer,Tier-2,0.89
S00200,"Maths, Chemistry","Drawing, Experiments","Problem Solving, Programming",Theoretical,Creative Studio,Maybe,Flexible,Balanced,Scientist,Science-75%,B.Tech CSE,Software Engineer,Tier-2,0.81
S00201,"Computer Science, Business Studies","Public Speaking, Solving Puzzles","Writing, Creativity",Both,Outdoors,Yes,Flexible,Creativity & Freedom,Scientist,Commerce-93%,B.Tech CSE,Software Engineer,Tier-1,0.95
S00202,"Political Science, History","Debating, Drawing","Teamwork, Creativity",Theoretical,Corporate Office,No,Flexible,Balanced,Manager,Commerce-52%,BA Economics,Economist/Analyst,Tier-2,0.73
S00203,"Business Studies, Maths","Research, Organizing Events","Programming, Programming",Both,Creative Studio,Yes,Abroad,Job Security,Teacher,Commerce-52%,B.Com,Accountant,Tier-2,0.7
S00204,"Computer Science, Physics","Public Speaking, Research","Design Thinking, Financial Analysis",Practical,NGO,No,Flexible,Creativity & Freedom,Doctor,Science-86%,B.Tech ECE,Embedded Systems Engineer,Tier-2,0.89
S00205,"Computer Science, Physics","Experiments, Research","Programming, Problem Solving",Practical,Corporate Office,Yes,India,Creativity & Freedom,Lawyer,Science-59%,Diploma in Design,Junior Designer,Tier-2,0.8
S00206,"Psychology, Design","Debating, Designing","Leadership, Teamwork",Both,Government Office,No,India,Balanced,Lawyer,Science-93%,BA Economics,Economist/Analyst,Tier-2,0.93
S00207,"History, Design","Drawing, Experiments","Creativity, Writing",Theoretical,Government Office,Yes,Flexible,Creativity & Freedom,Doctor,Science-68%,BA Psychology,Counselor/HR,Tier-2,0.84
S00208,"Business Studies, Maths","Research, Research","Programming, Analysis",Practical,Outdoors,Yes,India,Creativity & Freedom,Doctor,Science-72%,B.Tech CSE,Software Engineer,Tier-2,0.85
S00209,"Maths, Physics","Coding, Solving Puzzles","Presentation, Analysis",Theoretical,Startup,Yes,Flexible,Job Security,Scientist,Science-53%,Diploma in Design,Junior Designer,Tier-2,0.74
S00210,"Chemistry, Biology","Research, Designing","Research, Presentation",Practical,Startup,Maybe,India,Balanced,Scientist,Science-86%,Diploma in IT,IT Support/Technician,Tier-2,0.91
S00211,"Political Science, Fine Arts","Helping Others, Designing","Analysis, Design Thinking",Theoretical,Government Office,No,Abroad,Creativity & Freedom,Artist,Science-62%,BA History,Researcher/Archivist,Tier-2,0.8
S00212,"Business Studies, Economics","Solving Puzzles, Experiments","Research, Analysis",Theoretical,Startup,Maybe,Abroad,Job Security,Civil Servant,Science-66%,B.Com,Accountant,Tier-2,0.76
S00213,"Fine Arts, History","Debating, Designing","Creativity, Analysis",Practical,Startup,Maybe,India,Creativity & Freedom,Scientist,Commerce-88%,BA Political Science,Public Policy Analyst,Tier-2,0.9
S00214,"History, Design","Designing, Experiments","Programming, Presentation",Both,Outdoors,Yes,Abroad,Job Security,Entrepreneur,Science-53%,BA History,Researcher/Archivist,Tier-2,0.68
S00215,"Fine Arts, History","Organizing Events, Reading","Writing, Creativity",Practical,Startup,Yes,Flexible,Creativity & Freedom,Entrepreneur,Science-71%,BA Economics,Economist/Analyst,Tier-2,0.78
S00216,"Chemistry, Biology","Research, Reading","Research, Problem Solving",Theoretical,Classroom,Yes,Abroad,Job Security,Entrepreneur,Science-78%,Diploma in Design,Junior Designer,Tier-2,0.82
S00217,"Business Studies, Accountancy","Experiments, Reading","Programming, Research",Practical,Startup,No,Abroad,Job Security,Scientist,Science-83%,BBA,Business Analyst,Tier-1,0.91
S00218,"History, Design","Drawing, Research","Analysis, Research",Both,NGO,No,Flexible,Balanced,Lawyer,Science-61%,BA Economics,Economist/Analyst,Tier-2,0.75
S00219,"Maths, Physics","Research, Public Speaking","Analysis, Programming",Both,Outdoors,Yes,India,Job Security,Manager,Science-84%,B.Tech CSE,Software Engineer,Tier-2,0.94
S00220,"History, Political Science","Organizing Events, Designing","Design Thinking, Teamwork",Theoretical,Research Lab,Yes,India,Balanced,Lawyer,Arts-84%,BA Political Science,Public Policy Analyst,Tier-2,0.95
S00221,"Maths, Chemistry","Reading, Solving Puzzles","Programming, Research",Both,Creative Studio,Yes,Abroad,Job Security,Engineer,Science-88%,B.Tech CSE,Software Engineer,Tier-1,0.9
S00222,"Economics, Accountancy","Reading, Organizing Events","Leadership, Communication",Theoretical,Research Lab,No,India,Job Security,Entrepreneur,Commerce-54%,B.Com,Accountant,Tier-2,0.76
S00223,"History, Fine Arts","Research, Sports","Teamwork, Design Thinking",Practical,Government Office,No,Abroad,Job Security,Entrepreneur,Commerce-72%,BFA,Artist/Designer,Tier-2,0.85
S00224,"Computer Science, Maths","Experiments, Sports","Design Thinking, Problem Solving",Practical,Classroom,No,Flexible,Balanced,Teacher,Science-96%,B.Tech CSE,Software Engineer,Tier-2,0.93
S00225,"Computer Science, Maths","Drawing, Solving Puzzles","Design Thinking, Analysis",Both,Outdoors,Maybe,Flexible,Job Security,Civil Servant,Science-97%,B.Tech CSE,Software Engineer,Tier-2,0.96
S00226,"Political Science, History","Designing, Research","Financial Analysis, Creativity",Both,Government Office,No,India,Creativity & Freedom,Artist,Science-54%,BA Political Science,Public Policy Analyst,Tier-2,0.7
S00227,"Physics, Computer Science","Coding, Experiments","Presentation, Teamwork",Practical,Classroom,No,Abroad,Creativity & Freedom,Designer,Science-80%,B.Tech IT,IT Engineer,Tier-2,0.9
S00228,"Business Studies, Maths","Solving Puzzles, Drawing","Writing, Problem Solving",Theoretical,Creative Studio,Yes,India,Creativity & Freedom,Entrepreneur,Arts-50%,B.Com,Accountant,Tier-2,0.7
S00229,"History, Fine Arts","Organizing Events, Reading","Research, Presentation",Practical,Classroom,Maybe,India,Balanced,Scientist,Science-56%,BA Political Science,Public Policy Analyst,Tier-2,0.71
